Product_Name,Caffeine_Content_mg,Price_USD,Country,Sugar_Content_g
Energy Drink Y 5,68.3,5.76,France,15.2
Energy Drink R 33,60.2,7.56,Japan,13.3
Energy Drink P 98,190.6,6.69,Canada,35.8
Energy Drink S 98,93.8,2.5,Japan,23.9
Energy Drink L 37,210.8,7.17,UK,10.5
Energy Drink M 93,197.6,5.73,Germany,24.2
Energy Drink O 27,149.2,3.49,Germany,17.4
Energy Drink U 98,122.0,6.73,Germany,37.7
Energy Drink H 64,259.9,2.61,Japan,26.6
Energy Drink B 41,142.0,3.15,UK,28.5
Energy Drink D 37,152.2,9.91,Japan,28.6
Energy Drink W 11,194.3,7.27,South Korea,45.5
Energy Drink E 60,235.6,8.43,Germany,40.9
Energy Drink S 8,55.2,8.58,Japan,21.8
Energy Drink F 18,207.9,3.57,South Korea,25.2
Energy Drink C 55,293.0,2.65,USA,41.4
Energy Drink V 79,119.6,8.48,Japan,30.3
Energy Drink R 66,254.0,2.28,Germany,26.9
Energy Drink L 61,256.5,1.36,UK,21.9
Energy Drink O 33,173.3,4.83,UK,48.6
Energy Drink A 17,132.4,3.41,South Korea,0.3
Energy Drink H 17,117.2,6.61,Germany,17.5
Energy Drink B 35,208.2,5.63,USA,30.4
Energy Drink W 34,290.6,9.83,USA,36.3
Energy Drink W 30,85.3,2.02,France,10.4
Energy Drink E 8,227.1,2.64,Canada,13.0
Energy Drink Z 84,299.6,4.51,Japan,39.7
Energy Drink V 64,130.1,1.66,UK,42.4
Energy Drink J 25,203.3,8.53,Canada,43.4
Energy Drink E 34,86.5,7.56,Germany,26.6
Energy Drink T 10,267.4,1.17,France,43.3
Energy Drink Y 81,193.1,6.65,Canada,45.7
Energy Drink K 74,103.8,2.27,Canada,5.7
Energy Drink H 21,52.3,8.28,UK,18.4
Energy Drink H 78,123.2,2.89,Germany,38.1
Energy Drink Y 97,244.7,1.86,UK,2.2
Energy Drink E 93,110.8,7.95,USA,41.3
Energy Drink W 78,204.4,8.93,Japan,47.7
Energy Drink V 51,217.7,4.45,UK,35.7
Energy Drink E 82,274.7,8.0,Germany,3.5
Energy Drink V 92,278.3,4.6,Japan,40.0
Energy Drink O 92,211.6,3.39,South Korea,34.2
Energy Drink N 76,231.3,3.36,UK,38.8
Energy Drink E 62,236.9,2.61,UK,4.1
Energy Drink Z 63,288.6,5.09,France,9.5
Energy Drink N 80,137.6,4.23,Japan,16.3
Energy Drink Q 26,91.1,7.44,Canada,27.6
Energy Drink M 95,162.2,2.75,Japan,37.9
Energy Drink E 97,294.8,9.69,Japan,31.8
Energy Drink S 18,126.8,8.44,USA,14.9
Energy Drink K 15,221.5,1.02,USA,46.8
Energy Drink S 21,122.6,2.86,Germany,33.6
Energy Drink T 63,258.8,6.64,UK,2.8
Energy Drink F 87,90.6,2.12,USA,10.2
Energy Drink V 32,59.5,4.02,South Korea,11.0
Energy Drink D 33,281.6,8.15,Germany,4.3
Energy Drink D 35,247.1,3.74,Germany,39.4
Energy Drink Z 29,134.5,8.32,France,46.5
Energy Drink K 87,199.2,3.78,UK,48.1
Energy Drink N 18,224.9,8.42,Germany,32.9
Energy Drink J 48,231.6,6.36,Canada,49.3
Energy Drink N 72,214.1,4.31,USA,37.9
Energy Drink B 21,92.1,4.25,Japan,22.7
Energy Drink K 77,295.8,8.99,South Korea,39.9
Energy Drink Y 28,102.4,8.4,UK,18.6
Energy Drink Q 84,259.4,4.86,South Korea,20.4
Energy Drink P 24,145.0,2.64,UK,43.6
Energy Drink R 49,246.0,8.54,UK,2.1
Energy Drink V 53,123.1,1.36,South Korea,43.2
Energy Drink Z 60,112.5,7.51,Canada,34.2
Energy Drink T 84,260.3,8.08,Germany,0.4
Energy Drink B 86,265.3,3.86,Japan,41.0
Energy Drink M 24,91.9,2.48,Canada,18.9
Energy Drink E 39,72.5,8.87,Germany,21.3
Energy Drink M 86,288.2,1.06,France,9.6
Energy Drink I 14,185.9,3.27,France,30.9
Energy Drink R 37,283.5,6.89,Canada,45.7
Energy Drink B 29,256.5,9.96,UK,18.3
Energy Drink X 22,80.4,9.42,USA,0.1
Energy Drink G 99,128.0,5.09,South Korea,2.6
Energy Drink G 46,243.8,7.97,Germany,32.4
Energy Drink J 77,256.2,4.07,Japan,21.9
Energy Drink R 73,150.4,1.85,Japan,46.9
Energy Drink L 40,139.4,5.74,France,45.7
Energy Drink I 8,278.7,2.63,UK,25.2
Energy Drink H 48,148.1,3.35,USA,29.9
Energy Drink E 55,212.6,6.11,France,6.4
Energy Drink G 80,158.1,9.92,Japan,48.3
Energy Drink Y 39,92.2,8.19,France,2.3
Energy Drink T 97,83.5,5.17,France,3.5
Energy Drink H 32,240.0,8.28,France,7.2
Energy Drink V 61,89.4,5.37,USA,39.6
Energy Drink C 35,83.5,4.38,South Korea,16.7
Energy Drink X 93,257.2,2.53,UK,49.7
Energy Drink S 74,92.6,4.79,Japan,29.7
Energy Drink L 6,110.0,8.95,Canada,21.3
Energy Drink Q 15,159.4,5.76,UK,32.9
Energy Drink A 20,131.4,2.91,Canada,11.7
Energy Drink Z 11,110.6,4.63,UK,41.1
Energy Drink S 65,159.0,8.42,Japan,17.1
Energy Drink O 82,111.0,7.37,USA,0.6
Energy Drink D 52,150.6,4.19,Canada,39.9
Energy Drink O 9,284.7,6.32,South Korea,14.9
Energy Drink V 42,245.6,9.59,Japan,10.8
Energy Drink L 76,232.9,4.95,UK,35.4
Energy Drink W 2,142.0,4.82,UK,24.4
Energy Drink X 96,160.6,8.95,Canada,21.9
Energy Drink G 71,154.8,1.3,South Korea,8.0
Energy Drink S 93,150.1,5.02,Japan,25.9
Energy Drink G 99,294.4,4.66,Canada,20.4
Energy Drink R 54,67.0,7.75,France,30.6
Energy Drink R 1,161.8,9.13,USA,15.9
Energy Drink J 77,84.8,3.27,Germany,31.1
Energy Drink Y 79,158.4,7.85,USA,19.9
Energy Drink U 35,207.7,7.61,South Korea,26.2
Energy Drink N 25,116.7,3.48,USA,11.0
Energy Drink Y 80,255.9,9.34,Germany,31.7
Energy Drink D 25,228.6,5.37,France,47.5
Energy Drink J 10,151.2,5.5,USA,42.0
Energy Drink T 2,74.4,5.84,France,33.0
Energy Drink G 98,121.4,6.93,Japan,2.2
Energy Drink J 19,92.0,6.23,UK,2.1
Energy Drink G 25,213.2,9.7,South Korea,6.3
Energy Drink X 50,95.8,8.35,USA,43.9
Energy Drink C 23,189.2,4.78,Canada,47.9
Energy Drink F 57,248.6,6.16,UK,45.1
Energy Drink S 44,184.1,5.25,USA,16.6
Energy Drink K 96,176.3,2.98,Japan,43.3
Energy Drink V 25,144.3,6.0,Japan,16.7
Energy Drink O 62,172.8,1.81,South Korea,21.9
Energy Drink R 52,177.1,4.83,Germany,44.2
Energy Drink D 64,180.5,2.59,Japan,26.3
Energy Drink G 14,86.9,4.31,South Korea,40.7
Energy Drink Y 11,271.7,7.73,Germany,34.9
Energy Drink C 90,138.7,2.83,South Korea,17.4
Energy Drink C 64,183.1,2.42,Japan,46.7
Energy Drink I 69,114.3,2.81,Germany,2.2
Energy Drink N 13,245.4,6.6,South Korea,26.3
Energy Drink E 62,94.7,5.95,South Korea,44.3
Energy Drink G 10,286.3,5.35,Canada,41.6
Energy Drink P 37,120.3,4.45,UK,30.9
Energy Drink G 81,169.5,3.99,South Korea,17.2
Energy Drink T 92,82.5,8.23,Canada,46.5
Energy Drink D 79,128.5,1.93,Germany,26.1
Energy Drink O 89,97.3,9.94,Germany,31.1
Energy Drink N 4,245.5,8.34,USA,22.5
Energy Drink H 92,60.8,4.02,UK,32.4
Energy Drink Q 12,53.9,7.9,Germany,1.6
Energy Drink M 81,173.4,5.43,France,1.1
Energy Drink Q 83,111.9,3.42,Germany,11.1
Energy Drink Q 16,162.9,8.13,USA,26.6
Energy Drink G 18,238.4,4.26,UK,46.9
Energy Drink Q 74,236.4,9.84,Canada,27.9
Energy Drink G 66,259.7,1.89,Japan,49.6
Energy Drink V 63,126.5,5.87,USA,24.0
Energy Drink E 99,80.4,9.58,Canada,45.0
Energy Drink Q 1,174.2,5.68,South Korea,26.7
Energy Drink N 82,71.7,4.26,USA,17.3
Energy Drink E 100,166.5,8.25,USA,10.4
Energy Drink M 19,200.5,9.66,UK,18.5
Energy Drink W 19,198.9,4.27,Japan,2.0
Energy Drink I 91,191.2,6.17,France,25.4
Energy Drink A 78,114.3,2.93,France,45.2
Energy Drink Z 11,246.1,6.44,France,18.2
Energy Drink N 94,289.7,6.85,UK,11.5
Energy Drink B 88,269.0,4.83,UK,21.9
Energy Drink X 28,119.6,1.96,Canada,14.7
Energy Drink N 9,131.0,2.07,USA,29.8
Energy Drink J 95,93.5,4.91,USA,32.3
Energy Drink W 32,104.4,1.81,Germany,9.3
Energy Drink E 95,84.6,2.37,Japan,25.5
Energy Drink C 9,144.5,8.52,France,3.0
Energy Drink R 39,237.1,8.44,Germany,2.9
Energy Drink N 26,54.2,1.11,UK,22.7
Energy Drink Q 28,267.3,6.95,Canada,49.3
Energy Drink R 95,200.1,4.7,Germany,7.7
Energy Drink B 12,112.0,4.25,South Korea,21.3
Energy Drink Z 42,236.6,5.67,Japan,42.7
Energy Drink D 93,275.9,7.06,Canada,48.9
Energy Drink Q 5,138.0,4.6,USA,28.2
Energy Drink L 53,171.1,9.36,Japan,27.2
Energy Drink E 42,89.2,9.71,Germany,5.3
Energy Drink U 8,274.5,3.57,Canada,44.2
Energy Drink S 58,171.2,2.94,Japan,41.9
Energy Drink K 7,61.4,6.35,Japan,3.5
Energy Drink B 35,59.1,4.38,Canada,21.2
Energy Drink D 10,172.4,2.6,France,4.9
Energy Drink M 95,287.5,8.56,UK,31.7
Energy Drink G 22,116.8,2.01,Japan,5.2
Energy Drink D 46,254.2,3.96,Japan,30.1
Energy Drink V 28,169.7,8.52,South Korea,40.6
Energy Drink H 97,213.9,3.63,UK,35.6
Energy Drink E 40,152.9,9.31,UK,13.9
Energy Drink J 5,229.4,9.0,USA,0.3
Energy Drink E 11,97.3,7.07,UK,45.0
Energy Drink M 49,252.7,8.62,USA,16.3
Energy Drink E 87,114.4,9.7,Germany,28.5
Energy Drink W 82,64.8,1.06,France,16.0
Energy Drink V 5,245.1,1.93,South Korea,39.6
Energy Drink R 13,147.9,9.65,Canada,30.9
Energy Drink O 27,66.3,6.89,UK,41.0
Energy Drink L 15,105.7,2.37,USA,33.3
Energy Drink A 27,69.9,1.47,South Korea,1.5
Energy Drink Y 82,90.3,5.99,Japan,1.3
Energy Drink R 89,55.6,7.75,South Korea,36.2
Energy Drink J 22,83.4,1.9,Germany,31.8
Energy Drink B 100,112.5,2.99,UK,14.7
Energy Drink S 67,219.4,4.62,South Korea,5.3
Energy Drink U 50,288.5,5.02,USA,17.7
Energy Drink F 15,251.6,8.11,France,26.7
Energy Drink A 74,284.6,3.04,Germany,2.5
Energy Drink U 27,77.1,4.34,Germany,20.4
Energy Drink K 97,106.4,3.29,Japan,18.0
Energy Drink S 72,239.7,4.19,Japan,16.2
Energy Drink K 6,273.7,3.37,Japan,48.8
Energy Drink Y 86,184.2,7.02,Canada,23.6
Energy Drink R 34,60.6,3.75,UK,37.3
Energy Drink X 49,231.2,7.65,France,42.1
Energy Drink A 62,150.9,8.03,Canada,22.8
Energy Drink N 19,148.0,3.59,UK,17.1
Energy Drink R 4,271.9,2.09,Japan,4.8
Energy Drink C 15,279.8,6.41,France,36.3
Energy Drink P 45,78.9,1.34,UK,16.8
Energy Drink B 18,296.5,1.23,Canada,40.3
Energy Drink H 8,203.8,6.43,Canada,9.7
Energy Drink P 93,193.0,9.78,Germany,35.0
Energy Drink C 97,159.5,7.57,Canada,4.7
Energy Drink B 82,191.8,1.41,South Korea,18.9
Energy Drink L 22,212.1,5.55,UK,46.5
Energy Drink N 59,106.1,8.53,USA,40.8
Energy Drink S 16,106.9,2.68,Germany,10.2
Energy Drink M 23,151.9,9.05,Japan,2.8
Energy Drink H 71,234.3,3.91,Canada,44.2
Energy Drink Z 6,115.5,2.32,UK,40.8
Energy Drink H 15,191.8,8.46,Japan,31.2
Energy Drink D 88,275.4,4.67,USA,14.5
Energy Drink Y 20,198.9,7.07,Japan,23.0
Energy Drink K 92,292.8,3.98,Canada,30.3
Energy Drink S 27,239.5,6.36,USA,46.9
Energy Drink F 72,178.4,6.08,France,8.4
Energy Drink R 34,74.0,5.15,Germany,46.5
Energy Drink P 8,197.8,6.97,Germany,9.4
Energy Drink S 71,100.2,2.91,Germany,26.4
Energy Drink D 24,138.4,4.51,Canada,8.8
Energy Drink U 83,221.3,2.95,Japan,26.7
Energy Drink A 29,84.2,5.83,Canada,26.6
Energy Drink R 54,268.2,5.08,Canada,4.2
Energy Drink U 35,55.5,5.46,Japan,2.2
Energy Drink Z 62,208.7,1.71,Germany,26.2
Energy Drink Z 62,187.1,2.86,Germany,26.7
Energy Drink U 85,77.6,8.17,Canada,44.1
Energy Drink V 14,107.8,3.71,Canada,45.5
Energy Drink S 43,100.1,7.15,Germany,10.1
Energy Drink R 98,249.9,4.92,USA,26.5
Energy Drink I 35,83.3,7.27,South Korea,33.4
Energy Drink P 7,72.4,9.01,South Korea,33.9
Energy Drink U 77,233.8,6.24,South Korea,41.3
Energy Drink D 50,132.1,7.21,France,31.6
Energy Drink F 34,175.0,6.92,South Korea,9.3
Energy Drink R 89,299.9,5.03,Germany,22.2
Energy Drink N 64,89.6,3.68,Canada,43.8
Energy Drink I 4,199.5,3.24,South Korea,39.1
Energy Drink L 56,204.4,7.28,USA,20.7
Energy Drink V 63,223.3,1.87,France,26.7
Energy Drink H 99,145.5,6.53,Canada,7.6
Energy Drink L 17,98.1,1.7,UK,34.3
Energy Drink H 34,104.0,4.39,Canada,35.7
Energy Drink N 2,260.7,5.37,France,1.6
Energy Drink C 72,259.1,4.63,Japan,49.2
Energy Drink N 53,168.8,9.6,Germany,6.3
Energy Drink X 81,293.7,5.57,Japan,42.4
Energy Drink Z 26,104.6,6.81,Canada,39.9
Energy Drink K 95,193.3,5.73,South Korea,11.9
Energy Drink B 30,62.9,9.38,South Korea,35.8
Energy Drink Q 93,140.3,5.62,South Korea,6.3
Energy Drink O 99,111.7,8.09,South Korea,44.3
Energy Drink E 84,216.4,1.28,UK,38.6
Energy Drink T 66,269.7,5.27,Canada,7.6
Energy Drink Z 15,83.3,7.24,UK,35.4
Energy Drink Q 28,58.5,7.37,Germany,5.3
Energy Drink X 11,249.5,4.33,UK,1.6
Energy Drink W 27,130.0,4.28,Canada,15.8
Energy Drink M 55,151.6,1.7,France,14.9
Energy Drink X 96,253.4,4.51,Canada,39.8
Energy Drink K 65,169.7,7.86,Canada,11.6
Energy Drink F 55,97.7,4.46,South Korea,28.9
Energy Drink J 74,124.0,4.22,USA,16.8
Energy Drink G 89,188.2,6.88,Canada,22.0
Energy Drink Q 58,242.8,9.81,France,25.9
Energy Drink H 47,136.1,7.33,USA,21.4
Energy Drink R 68,269.9,6.13,France,6.0
Energy Drink T 53,112.3,6.53,UK,19.2
Energy Drink K 19,199.2,6.58,Japan,10.2
Energy Drink D 45,174.2,7.26,South Korea,1.3
Energy Drink O 13,285.1,2.47,France,46.4
Energy Drink O 56,140.3,5.64,France,27.2
Energy Drink I 43,119.8,3.81,Germany,42.7
Energy Drink O 70,221.4,2.36,Japan,13.5
Energy Drink O 11,231.1,4.93,France,27.7
Energy Drink E 64,283.3,3.7,UK,48.5
Energy Drink H 50,261.4,8.17,Canada,47.1
Energy Drink W 13,65.7,4.18,Japan,46.7
Energy Drink B 49,147.2,8.71,France,0.6
Energy Drink H 9,298.2,9.73,Germany,3.8
Energy Drink B 81,220.0,1.28,Canada,42.6
Energy Drink W 12,88.4,5.12,USA,37.2
Energy Drink V 89,84.4,8.79,Germany,23.6
Energy Drink A 39,299.8,5.3,USA,34.4
Energy Drink N 39,241.1,1.47,UK,12.4
Energy Drink V 71,235.0,8.54,Japan,32.7
Energy Drink Z 6,179.8,8.52,Canada,7.7
Energy Drink G 73,218.7,9.12,UK,20.4
Energy Drink P 68,194.5,4.72,USA,47.4
Energy Drink X 80,169.7,1.49,France,24.7
Energy Drink J 36,257.3,6.25,France,23.8
Energy Drink R 87,264.4,5.51,France,3.6
Energy Drink R 20,95.3,4.23,Canada,2.7
Energy Drink R 14,245.4,6.14,France,47.5
Energy Drink T 61,60.1,3.56,Japan,9.3
Energy Drink M 10,153.6,7.46,Canada,9.0
Energy Drink U 82,260.5,9.51,USA,29.7
Energy Drink V 56,298.5,6.57,Canada,28.0
Energy Drink B 16,253.3,7.85,France,4.6
Energy Drink V 89,116.9,7.6,Germany,1.7
Energy Drink L 13,241.4,8.6,UK,21.5
Energy Drink P 5,120.0,2.88,South Korea,3.3
Energy Drink Q 6,86.9,6.02,USA,6.3
Energy Drink I 38,227.7,9.96,Japan,28.2
Energy Drink O 80,179.3,9.38,UK,27.3
Energy Drink H 89,298.3,8.64,Canada,44.7
Energy Drink A 41,103.7,8.95,France,29.7
Energy Drink L 3,63.1,4.06,USA,47.1
Energy Drink M 71,218.2,5.83,Japan,12.8
Energy Drink G 17,136.5,1.5,Germany,9.3
Energy Drink H 3,126.9,7.07,France,19.6
Energy Drink U 26,101.2,8.76,France,16.3
Energy Drink T 96,253.1,9.86,Japan,6.6
Energy Drink P 43,227.4,3.49,Germany,34.4
Energy Drink J 23,96.5,9.06,France,9.1
Energy Drink C 62,127.5,9.97,UK,46.7
Energy Drink D 81,80.7,8.09,South Korea,15.3
Energy Drink Z 26,173.1,2.29,Canada,30.8
Energy Drink U 99,171.6,5.21,UK,32.9
Energy Drink N 5,167.9,9.18,Japan,24.2
Energy Drink U 52,192.0,4.35,Canada,1.3
Energy Drink B 10,140.4,7.73,UK,16.5
Energy Drink X 66,278.0,4.33,UK,14.9
Energy Drink S 66,215.6,7.97,Canada,13.2
Energy Drink B 55,292.3,9.07,USA,17.8
Energy Drink S 70,287.4,1.64,Germany,40.3
Energy Drink E 45,125.3,8.68,South Korea,22.5
Energy Drink W 20,165.1,7.5,USA,27.5
Energy Drink P 32,91.6,5.64,USA,30.8
Energy Drink P 44,82.0,2.77,South Korea,49.6
Energy Drink H 22,64.4,8.9,Japan,5.9
Energy Drink G 39,88.3,7.82,Canada,17.3
Energy Drink M 72,294.2,3.55,UK,42.9
Energy Drink Y 17,76.2,5.0,Canada,11.4
Energy Drink W 32,225.0,8.75,USA,13.1
Energy Drink A 66,203.6,2.06,UK,49.3
Energy Drink T 51,271.0,3.29,Japan,0.1
Energy Drink B 74,276.0,9.75,South Korea,12.8
Energy Drink Y 40,91.2,1.83,France,19.9
Energy Drink H 46,194.4,2.95,South Korea,8.3
Energy Drink R 50,155.1,5.64,USA,29.8
Energy Drink N 3,229.2,3.25,Canada,9.2
Energy Drink X 75,109.1,5.73,UK,17.0
Energy Drink S 13,265.2,8.87,France,48.0
Energy Drink J 62,174.3,6.12,Japan,9.7
Energy Drink R 2,242.4,1.01,Canada,15.7
Energy Drink C 34,148.6,7.51,Germany,24.9
Energy Drink P 26,168.3,2.81,France,40.9
Energy Drink W 37,227.2,8.4,South Korea,18.0
Energy Drink X 34,105.8,1.13,Germany,32.4
Energy Drink J 87,218.5,6.25,France,24.1
Energy Drink V 51,173.2,3.08,Japan,37.2
Energy Drink C 90,89.0,7.96,Japan,25.7
Energy Drink T 97,202.7,3.05,Japan,23.1
Energy Drink K 12,189.8,1.09,South Korea,28.9
Energy Drink L 39,63.5,8.1,Germany,6.8
Energy Drink I 45,137.8,9.45,France,18.4
Energy Drink J 7,89.4,7.58,Germany,2.0
Energy Drink J 48,168.5,3.36,UK,22.6
Energy Drink H 73,111.6,9.21,Japan,3.3
Energy Drink D 26,278.6,5.24,USA,16.3
Energy Drink Q 61,285.0,1.67,Canada,1.8
Energy Drink R 49,70.7,8.14,UK,27.9
Energy Drink Q 67,64.1,7.69,Germany,49.5
Energy Drink F 83,161.2,8.1,USA,26.0
Energy Drink H 70,181.7,7.47,South Korea,29.6
Energy Drink R 88,239.8,2.84,South Korea,22.4
Energy Drink O 93,65.2,8.76,South Korea,41.9
Energy Drink Q 46,276.5,4.28,Canada,11.9
Energy Drink B 18,183.9,3.5,Canada,46.5
Energy Drink K 71,162.4,1.39,USA,39.8
Energy Drink M 73,209.2,2.38,Japan,5.0
Energy Drink U 67,248.9,8.73,South Korea,19.9
Energy Drink J 16,148.6,3.37,South Korea,4.1
Energy Drink F 81,161.2,6.62,Canada,41.6
Energy Drink Z 31,80.2,2.39,Canada,26.9
Energy Drink Q 70,262.8,7.45,France,0.6
Energy Drink E 6,105.8,3.17,Japan,26.5
Energy Drink X 52,200.4,8.31,Canada,48.8
Energy Drink B 6,109.2,5.74,UK,38.9
Energy Drink R 4,159.8,8.0,Japan,38.4
Energy Drink D 40,71.3,4.91,Germany,14.9
Energy Drink D 82,156.4,9.56,Canada,5.4
Energy Drink D 76,207.7,6.8,UK,8.3
Energy Drink Q 60,234.4,7.3,Germany,5.3
Energy Drink C 94,150.3,6.7,USA,35.9
Energy Drink S 69,177.1,7.31,UK,30.3
Energy Drink S 57,239.5,8.54,Germany,29.3
Energy Drink M 65,224.8,2.49,Japan,48.3
Energy Drink W 23,296.9,6.24,UK,10.7
Energy Drink R 29,86.7,2.94,UK,23.4
Energy Drink J 7,230.4,2.53,Canada,13.1
Energy Drink C 47,186.8,2.58,Germany,47.5
Energy Drink K 29,53.1,5.95,UK,21.7
Energy Drink H 77,253.3,1.27,USA,20.2
Energy Drink S 40,168.9,8.3,South Korea,33.2
Energy Drink X 9,191.3,2.71,South Korea,18.5
Energy Drink O 88,228.2,3.56,UK,14.3
Energy Drink M 28,284.7,7.13,UK,15.0
Energy Drink T 61,140.0,6.49,Japan,26.0
Energy Drink N 20,290.8,2.37,USA,10.7
Energy Drink U 41,72.3,5.34,Germany,33.8
Energy Drink T 46,116.4,3.13,South Korea,48.1
Energy Drink Q 9,174.1,9.32,Germany,40.6
Energy Drink A 1,113.0,4.87,Japan,24.8
Energy Drink X 15,271.7,9.51,France,33.7
Energy Drink M 23,298.3,6.96,Japan,32.1
Energy Drink S 81,250.9,3.24,Germany,22.4
Energy Drink U 90,67.0,9.52,UK,7.5
Energy Drink A 61,126.2,7.51,USA,43.3
Energy Drink X 15,154.2,9.61,Japan,8.3
Energy Drink T 70,201.5,2.81,France,19.3
Energy Drink H 79,235.5,8.85,France,28.0
Energy Drink J 68,194.9,9.96,UK,28.3
Energy Drink N 44,242.8,5.37,Germany,18.3
Energy Drink H 68,89.0,8.16,UK,19.0
Energy Drink H 55,230.5,1.48,France,27.3
Energy Drink G 24,295.5,6.85,Canada,20.7
Energy Drink O 1,291.0,7.33,Germany,39.3
Energy Drink B 14,262.9,8.64,South Korea,48.8
Energy Drink Y 65,124.6,5.86,Germany,6.3
Energy Drink M 82,72.6,7.78,UK,27.0
Energy Drink O 94,160.8,7.4,South Korea,34.8
Energy Drink I 4,275.5,9.33,South Korea,43.0
Energy Drink H 72,53.1,4.05,UK,40.4
Energy Drink K 1,291.6,9.0,South Korea,3.2
Energy Drink K 24,290.0,3.06,USA,49.3
Energy Drink D 19,136.8,6.75,Germany,40.1
Energy Drink L 64,198.3,3.97,Canada,34.1
Energy Drink K 93,133.5,1.83,Germany,37.7
Energy Drink I 42,175.5,9.54,Canada,10.8
Energy Drink A 67,155.0,5.17,UK,49.9
Energy Drink I 61,140.1,7.09,Canada,46.9
Energy Drink P 28,184.3,3.43,France,40.5
Energy Drink R 23,238.0,4.83,UK,26.8
Energy Drink N 72,276.1,7.99,Germany,22.0
Energy Drink H 23,109.7,7.81,UK,4.8
Energy Drink O 20,105.1,7.85,USA,4.7
Energy Drink Q 76,188.1,8.85,Japan,16.4
Energy Drink K 96,296.4,8.52,UK,49.8
Energy Drink H 56,170.2,7.62,USA,39.0
Energy Drink A 57,117.0,7.14,Germany,19.3
Energy Drink K 22,284.6,4.8,USA,44.7
Energy Drink G 5,179.2,4.12,Canada,12.7
Energy Drink V 70,136.9,4.57,USA,3.7
Energy Drink G 16,253.2,6.78,UK,27.6
Energy Drink Z 45,174.8,1.55,France,46.0
Energy Drink K 13,215.5,7.69,France,33.1
Energy Drink W 95,233.9,6.2,Canada,34.4
Energy Drink I 4,251.6,1.49,USA,25.0
Energy Drink X 78,53.0,2.48,France,33.0
Energy Drink N 87,255.4,4.87,UK,17.0
Energy Drink V 90,282.7,2.89,Germany,12.3
Energy Drink Z 23,269.6,2.91,Canada,49.2
Energy Drink I 70,223.1,7.26,South Korea,6.4
Energy Drink K 31,110.6,5.05,Canada,46.6
Energy Drink R 45,276.7,8.9,Canada,14.6
Energy Drink M 20,65.0,7.26,South Korea,30.8
Energy Drink F 10,286.1,3.16,Canada,13.0
Energy Drink N 91,242.6,7.83,South Korea,44.7
Energy Drink L 11,215.5,6.31,UK,43.4
Energy Drink M 16,78.3,5.99,South Korea,31.5
Energy Drink L 30,101.7,4.2,UK,5.8
Energy Drink M 40,124.2,2.31,Canada,41.8
Energy Drink X 56,282.2,7.33,Germany,27.8
Energy Drink H 74,299.7,2.57,France,0.9
Energy Drink O 84,79.2,4.12,Germany,35.6
Energy Drink Q 31,116.6,7.61,Japan,20.8
Energy Drink J 26,64.1,9.57,France,16.9
Energy Drink H 16,269.4,4.37,UK,40.2
Energy Drink E 29,223.6,2.42,France,45.4
Energy Drink D 93,105.2,6.14,USA,1.6
Energy Drink F 77,116.4,3.15,South Korea,31.4
Energy Drink U 14,137.3,5.66,USA,3.5
Energy Drink S 57,188.3,9.41,Canada,13.0
Energy Drink O 75,114.3,4.46,South Korea,8.8
Energy Drink R 17,247.9,2.18,South Korea,22.4
Energy Drink X 84,91.7,1.49,France,44.6
Energy Drink S 15,54.6,6.14,USA,5.4
Energy Drink L 16,256.9,2.37,France,11.2
Energy Drink L 5,50.9,4.72,South Korea,0.5
Energy Drink S 63,205.3,2.19,USA,42.3
Energy Drink E 71,249.0,2.33,South Korea,18.1
Energy Drink W 68,103.7,3.3,South Korea,3.3
Energy Drink F 77,98.7,9.52,Germany,18.2
Energy Drink M 84,241.7,1.4,USA,37.4
Energy Drink Z 9,50.7,7.95,Germany,30.6
Energy Drink H 99,178.3,1.16,USA,40.0
Energy Drink G 60,196.5,9.53,Japan,6.8
Energy Drink L 13,223.6,1.72,Japan,2.2
Energy Drink Y 11,287.1,9.64,France,7.0
Energy Drink V 17,94.8,6.41,South Korea,23.5
Energy Drink U 58,60.8,8.33,UK,34.6
Energy Drink O 98,104.7,5.14,Canada,3.0
Energy Drink R 64,216.4,8.68,Canada,0.9
Energy Drink Q 57,230.8,2.56,Germany,47.6
Energy Drink J 73,217.7,6.83,South Korea,3.3
Energy Drink W 62,100.2,5.6,USA,3.8
Energy Drink T 98,177.3,8.14,USA,29.0
Energy Drink H 78,286.8,7.36,France,28.9
Energy Drink R 29,145.5,1.06,Japan,1.7
Energy Drink F 93,275.1,2.9,USA,24.5
Energy Drink D 88,189.5,5.11,USA,48.7
Energy Drink M 40,298.5,8.67,South Korea,2.4
Energy Drink S 97,190.6,8.1,France,25.7
Energy Drink X 42,112.0,7.7,Germany,42.0
Energy Drink R 24,105.7,3.74,USA,35.3
Energy Drink L 97,280.3,4.33,Japan,11.8
Energy Drink Z 94,62.3,4.16,Germany,46.7
Energy Drink H 16,197.3,1.79,Japan,29.6
Energy Drink T 60,256.6,4.42,France,23.3
Energy Drink P 10,166.4,2.99,UK,38.0
Energy Drink U 30,235.9,5.48,Japan,22.9
Energy Drink L 76,153.1,7.1,South Korea,32.3
Energy Drink A 66,244.4,4.1,South Korea,6.2
Energy Drink H 10,93.9,1.2,Canada,18.6
Energy Drink K 7,210.8,4.78,Canada,4.1
Energy Drink S 60,123.7,1.41,South Korea,49.3
Energy Drink O 10,242.1,4.92,USA,21.4
